BUKRS,LIFNR,AUGDT,AUGBL,ZUONR,GJAHR,BELNR,BUZEI,BUDAT,BLDAT,CPUDT,WAERS,XBLNR,BLART,MONAT,BSCHL,SHKZ,MWSKZ,DMBTR,WRBTR,ZFBDT,ZTERM,ZLSCH,,,,CHECT,XBANC,BANCD,VOIDR,VOIDD,
1001,400717,2020-02-28,2001796113,6-934-74818,2020,2500246555,1,2020-02-27,2020-02-20,2020-02-27,USD,6-934-74818,HV,2,31,H,I0,468.03,468.03,2020-02-20,0017,V,2020-02-28,US02,2020-02-28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-02,2001796783,3-224-11274,2020,2500246853,1,2020-03-02,2020-01-17,2020-03-02,USD,3-224-11274,HV,3,31,H,I0,19.30,19.30,2020-01-17,0017,V,2020-03-02,US02,2020-03-02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-02,2001796783,3-235-20523,2020,2500245905,1,2020-02-21,2020-02-21,2020-02-21,USD,3-235-20523,HV,2,31,H,I0,85.86,85.86,2020-02-21,0017,V,2020-03-02,US02,2020-03-02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-02,2001796783,3-235-24401,2020,2500246184,1,2020-02-25,2020-02-21,2020-02-25,USD,3-235-24401,HV,2,31,H,I0,85.95,85.95,2020-02-21,0017,V,2020-03-02,US02,2020-03-02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-02,2001796783,3-235-24611,2020,2500245898,1,2020-02-21,2020-02-21,2020-02-21,USD,3-235-24611,HV,2,31,H,I0,13.89,13.89,2020-02-21,0017,V,2020-03-02,US02,2020-03-02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-02,2001796783,6-935-12575,2020,2500246567,1,2020-02-27,2020-02-21,2020-02-27,USD,6-935-12575,HV,2,31,H,I0,682.95,682.95,2020-02-21,0017,V,2020-03-02,US02,2020-03-02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-02,2001796783,6-941-02298,2020,2500246513,1,2020-02-28,2020-02-21,2020-02-28,USD,6-941-02298,HV,2,31,H,I0,251.33,251.33,2020-02-21,0017,V,2020-03-02,US02,2020-03-02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-04,2001798303,6-932-13948,2020,2500247522,1,2020-03-04,2020-02-19,2020-03-04,USD,6-932-13948,HV,3,31,H,I0,51.76,51.76,2020-02-19,0017,V,2020-03-04,US02,2020-03-04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-05,2001799047,6-924-67105,2020,2500245358,1,2020-03-04,2020-02-11,2020-03-04,USD,6-924-67105,HV,3,31,H,I0,13.38,13.38,2020-02-11,0017,V,2020-03-05,US02,2020-03-05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-05,2001799047,6-932-13949,2020,2500247523,1,2020-03-04,2020-02-19,2020-03-04,USD,6-932-13949,HV,3,31,H,I0,98.38,98.38,2020-02-19,0017,V,2020-03-05,US02,2020-03-05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,3-236-92096,2020,2500246456,1,2020-02-27,2020-02-26,2020-02-27,USD,3-236-92096,HV,2,31,H,I0,17.07,17.07,2020-02-26,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,3-237-22585,2020,2500246705,1,2020-02-28,2020-02-27,2020-02-28,USD,3-237-22585,HV,2,31,H,I0,12.98,12.98,2020-02-27,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,6-939-56598,2020,2500246565,1,2020-02-27,2020-02-26,2020-02-27,USD,6-939-56598,HV,2,31,H,I0,1233.23,1233.23,2020-02-26,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,6-940-84068,2020,2500246502,1,2020-02-27,2020-02-27,2020-02-27,USD,6-940-84068,HV,2,31,H,I0,1546.91,1546.91,2020-02-27,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,6-941-11668,2020,2500246562,1,2020-02-27,2020-02-27,2020-02-27,USD,6-941-11668,HV,2,31,H,I0,1185.01,1185.01,2020-02-27,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,6-941-36491,2020,2500246556,1,2020-02-27,2020-02-27,2020-02-27,USD,6-941-36491,HV,2,31,H,I0,573.74,573.74,2020-02-27,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,6-941-53819,2020,2500246563,1,2020-02-27,2020-02-27,2020-02-27,USD,6-941-53819,HV,2,31,H,I0,4285.53,4285.53,2020-02-27,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,6-941-54128,2020,2500246561,1,2020-02-27,2020-02-27,2020-02-27,USD,6-941-54128,HV,2,31,H,I0,9409.29,9409.29,2020-02-27,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-06,2001799715,6-941-58689,2020,2500246501,1,2020-02-27,2020-02-27,2020-02-27,USD,6-941-58689,HV,2,31,H,I0,551.68,551.68,2020-02-27,0017,V,2020-03-06,US02,2020-03-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-09,2001800502,3-237-50099,2020,2500247781,1,2020-03-06,2020-02-28,2020-03-06,USD,3-237-50099,HV,3,31,H,I0,107.34,107.34,2020-02-28,0017,V,2020-03-09,US02,2020-03-09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-09,2001800502,3-237-54105,2020,2500246697,1,2020-02-28,2020-02-28,2020-02-28,USD,3-237-54105,HV,2,31,H,I0,76.15,76.15,2020-02-28,0017,V,2020-03-09,US02,2020-03-09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-09,2001800502,3-237-54346,2020,2500246693,1,2020-02-28,2020-02-28,2020-02-28,USD,3-237-54346,HV,2,31,H,I0,12.92,12.92,2020-02-28,0017,V,2020-03-09,US02,2020-03-09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-09,2001800502,3-237-71365,2020,2500246706,1,2020-02-28,2020-02-28,2020-02-28,USD,3-237-71365,HV,2,31,H,I0,19.85,19.85,2020-02-28,0017,V,2020-03-09,US02,2020-03-09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-11,2001801759,3-235-25061,2020,2500246659,1,2020-03-11,2020-02-21,2020-03-11,USD,3-235-25061,HV,3,31,H,I0,68.05,68.05,2020-02-21,0017,V,2020-03-11,US02,2020-03-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-11,2001801759,3-237-54846,2020,2500246660,1,2020-03-11,2020-02-28,2020-03-11,USD,3-237-54846,HV,3,31,H,I0,83.78,83.78,2020-02-28,0017,V,2020-03-11,US02,2020-03-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-11,2001801759,6-913-45336,2020,2500242944,1,2020-03-11,2020-01-30,2020-03-11,USD,6-913-45336,HV,3,31,H,I0,1043.75,1043.75,2020-01-30,0017,V,2020-03-11,US02,2020-03-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-11,2001801759,6-919-97177,2020,2500244759,1,2020-03-11,2020-02-06,2020-03-11,USD,6-919-97177,HV,3,31,H,I0,1050.45,1050.45,2020-02-06,0017,V,2020-03-11,US02,2020-03-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-11,2001801759,6-927-59060,2020,2500244758,1,2020-03-11,2020-02-13,2020-03-11,USD,6-927-59060,HV,3,31,H,I0,1196.15,1196.15,2020-02-13,0017,V,2020-03-11,US02,2020-03-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-11,2001801759,6-934-74742,2020,2500248207,1,2020-03-11,2020-02-20,2020-03-11,USD,6-934-74742,HV,3,31,H,I0,885.26,885.26,2020-02-20,0017,V,2020-03-11,US02,2020-03-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-11,2001801759,6-940-63497,2020,2500248208,1,2020-03-11,2020-02-27,2020-03-11,USD,6-940-63497,HV,3,31,H,I0,1474.29,1474.29,2020-02-27,0017,V,2020-03-11,US02,2020-03-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,3-235-93638,2020,2500246943,1,2020-03-13,2020-02-24,2020-03-13,USD,3-235-93638,HV,3,31,H,I0,0.69,0.69,2020-02-24,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,3-237-56044,2020,2500246942,1,2020-03-13,2020-02-28,2020-03-13,USD,3-237-56044,HV,3,31,H,I0,46.35,46.35,2020-02-28,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,3-238-83240,2020,2500247503,1,2020-03-04,2020-03-03,2020-03-04,USD,3-238-83240,HV,3,31,H,I0,135.33,135.33,2020-03-03,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,3-238-84500,2020,2500247246,1,2020-03-13,2020-03-03,2020-03-13,USD,3-238-84500,HV,3,31,H,I0,30.39,30.39,2020-03-03,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,3-239-40789,2020,2500247778,1,2020-03-06,2020-03-05,2020-03-06,USD,3-239-40789,HV,3,31,H,I0,19.22,19.22,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,3-239-59077,2020,2500247600,1,2020-03-05,2020-03-05,2020-03-05,USD,3-239-59077,HV,3,31,H,I0,12.98,12.98,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-940-86091,2020,2500246944,1,2020-03-13,2020-02-27,2020-03-13,USD,6-940-86091,HV,3,31,H,I0,412.81,412.81,2020-02-27,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-26141,2020,2500247777,1,2020-03-06,2020-03-04,2020-03-06,USD,6-947-26141,HV,3,31,H,I0,1158.33,1158.33,2020-03-04,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-56458,2020,2500247780,1,2020-03-06,2020-03-05,2020-03-06,USD,6-947-56458,HV,3,31,H,I0,10293.49,10293.49,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-62648,2020,2500247705,1,2020-03-11,2020-03-05,2020-03-11,USD,6-947-62648,HV,3,31,H,I0,11.72,11.72,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-64894,2020,2500247783,1,2020-03-06,2020-03-05,2020-03-06,USD,6-947-64894,HV,3,31,H,I0,1544.84,1544.84,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-69242,2020,2500247702,1,2020-03-05,2020-03-05,2020-03-05,USD,6-947-69242,HV,3,31,H,I0,20.95,20.95,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-80100,2020,2500247651,1,2020-03-09,2020-03-05,2020-03-09,USD,6-947-80100,HV,3,31,H,I0,66.93,66.93,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-85297,2020,2500247703,1,2020-03-06,2020-03-05,2020-03-06,USD,6-947-85297,HV,3,31,H,I0,2107.53,2107.53,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-85657,2020,2500247645,1,2020-03-06,2020-03-05,2020-03-06,USD,6-947-85657,HV,3,31,H,I0,731.28,731.28,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-87760,2020,2500248210,1,2020-03-11,2020-03-05,2020-03-11,USD,6-947-87760,HV,3,31,H,I0,788.95,788.95,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-87885,2020,2500248213,1,2020-03-11,2020-03-05,2020-03-11,USD,6-947-87885,HV,3,31,H,I0,423.68,423.68,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-947-93486,2020,2500247693,1,2020-03-05,2020-03-05,2020-03-05,USD,6-947-93486,HV,3,31,H,I0,9.66,9.66,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-948-04484,2020,2500247779,1,2020-03-06,2020-03-05,2020-03-06,USD,6-948-04484,HV,3,31,H,I0,4206.06,4206.06,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-13,2001803021,6-948-10073,2020,2500247722,1,2020-03-13,2020-03-05,2020-03-13,USD,6-948-10073,HV,3,31,H,I0,337.76,337.76,2020-03-05,0017,V,2020-03-13,US02,2020-03-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-16,2001803825,3-239-85612,2020,2500247784,1,2020-03-06,2020-03-06,2020-03-06,USD,3-239-85612,HV,3,31,H,I0,128.98,128.98,2020-03-06,0017,V,2020-03-16,US02,2020-03-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-16,2001803825,3-239-89590,2020,2500247795,1,2020-03-06,2020-03-06,2020-03-06,USD,3-239-89590,HV,3,31,H,I0,106.10,106.10,2020-03-06,0017,V,2020-03-16,US02,2020-03-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-16,2001803825,3-239-89827,2020,2500247794,1,2020-03-06,2020-03-06,2020-03-06,USD,3-239-89827,HV,3,31,H,I0,21.48,21.48,2020-03-06,0017,V,2020-03-16,US02,2020-03-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-16,2001803825,3-239-90295,2020,2500248546,1,2020-03-13,2020-03-06,2020-03-13,USD,3-239-90295,HV,3,31,H,I0,32.87,32.87,2020-03-06,0017,V,2020-03-16,US02,2020-03-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-16,2001803825,3-239-91453,2020,2500247798,1,2020-03-13,2020-03-06,2020-03-13,USD,3-239-91453,HV,3,31,H,I0,32.65,32.65,2020-03-06,0017,V,2020-03-16,US02,2020-03-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-16,2001803825,3-239-96074,2020,2500247787,1,2020-03-13,2020-03-06,2020-03-13,USD,3-239-96074,HV,3,31,H,I0,116.53,116.53,2020-03-06,0017,V,2020-03-16,US02,2020-03-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-16,2001803825,6-949-51828,2020,2500247793,1,2020-03-06,2020-03-06,2020-03-06,USD,6-949-51828,HV,3,31,H,I0,669.55,669.55,2020-03-06,0017,V,2020-03-16,US02,2020-03-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-17,2001804569,6-918-81281,2020,2500249052,1,2020-03-17,2020-02-05,2020-03-17,USD,6-918-81281,HV,3,31,H,I0,19.44,19.44,2020-02-05,0017,V,2020-03-17,US02,2020-03-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-19,2001805758,3-240-59693,2020,2500247980,1,2020-03-09,2020-03-09,2020-03-09,USD,3-240-59693,HV,3,31,H,I0,69.69,69.69,2020-03-09,0017,V,2020-03-19,US02,2020-03-19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-19,2001805758,6-926-73284,2020,2500248968,1,2020-03-19,2020-02-13,2020-03-19,USD,6-926-73284,HV,3,31,H,I0,144.74,144.74,2020-02-13,0017,V,2020-03-19,US02,2020-03-19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-19,2001805758,6-933-89212,2020,2500248969,1,2020-03-19,2020-02-20,2020-03-19,USD,6-933-89212,HV,3,31,H,I0,100.01,100.01,2020-02-20,0017,V,2020-03-19,US02,2020-03-19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-19,2001805758,6-941-22345,2020,2500248970,1,2020-03-19,2020-02-27,2020-03-19,USD,6-941-22345,HV,3,31,H,I0,154.94,154.94,2020-02-27,0017,V,2020-03-19,US02,2020-03-19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,3-241-65978,2020,2500248736,1,2020-03-13,2020-03-11,2020-03-13,USD,3-241-65978,HV,3,31,H,I0,34.05,34.05,2020-03-11,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-951-61143,2020,2500248165,1,2020-03-18,2020-03-10,2020-03-18,USD,6-951-61143,HV,3,31,H,I0,10.28,10.28,2020-03-10,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-953-20789,2020,2500248783,1,2020-03-13,2020-03-11,2020-03-13,USD,6-953-20789,HV,3,31,H,I0,1612.58,1612.58,2020-03-11,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-954-74028,2020,2500248797,1,2020-03-13,2020-03-12,2020-03-13,USD,6-954-74028,HV,3,31,H,I0,269.21,269.21,2020-03-12,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-954-90151,2020,2500248785,1,2020-03-13,2020-03-12,2020-03-13,USD,6-954-90151,HV,3,31,H,I0,9204.11,9204.11,2020-03-12,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-955-11604,2020,2500248807,1,2020-03-18,2020-03-12,2020-03-18,USD,6-955-11604,HV,3,31,H,I0,80.77,80.77,2020-03-12,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-955-12211,2020,2500248784,1,2020-03-13,2020-03-12,2020-03-13,USD,6-955-12211,HV,3,31,H,I0,4336.88,4336.88,2020-03-12,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-955-42278,2020,2500248746,1,2020-03-13,2020-03-12,2020-03-13,USD,6-955-42278,HV,3,31,H,I0,4008.57,4008.57,2020-03-12,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-955-44633,2020,2500248786,1,2020-03-13,2020-03-12,2020-03-13,USD,6-955-44633,HV,3,31,H,I0,1600.54,1600.54,2020-03-12,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-20,2001806437,6-955-68559,2020,2500248737,1,2020-03-13,2020-03-12,2020-03-13,USD,6-955-68559,HV,3,31,H,I0,782.46,782.46,2020-03-12,0017,V,2020-03-20,US02,2020-03-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-23,2001807210,3-237-56045,2020,2500248209,1,2020-03-21,2020-02-28,2020-03-21,USD,3-237-56045,HV,3,31,H,I0,21.45,21.45,2020-02-28,0017,V,2020-03-23,US02,2020-03-23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-23,2001807210,3-242-22572,2020,2500248787,1,2020-03-13,2020-03-13,2020-03-13,USD,3-242-22572,HV,3,31,H,I0,129.18,129.18,2020-03-13,0017,V,2020-03-23,US02,2020-03-23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-23,2001807210,3-242-26467,2020,2500248808,1,2020-03-13,2020-03-13,2020-03-13,USD,3-242-26467,HV,3,31,H,I0,72.59,72.59,2020-03-13,0017,V,2020-03-23,US02,2020-03-23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-23,2001807210,3-242-27177,2020,2500248766,1,2020-03-13,2020-03-13,2020-03-13,USD,3-242-27177,HV,3,31,H,I0,66.17,66.17,2020-03-13,0017,V,2020-03-23,US02,2020-03-23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-23,2001807210,3-242-33041,2020,2500248781,1,2020-03-13,2020-03-13,2020-03-13,USD,3-242-33041,HV,3,31,H,I0,231.85,231.85,2020-03-13,0017,V,2020-03-23,US02,2020-03-23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,3-243-56122,2020,2500249384,1,2020-03-19,2020-03-17,2020-03-19,USD,3-243-56122,HV,3,31,H,I0,16.70,16.70,2020-03-17,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,3-244-31695,2020,2500249321,1,2020-03-19,2020-03-19,2020-03-19,USD,3-244-31695,HV,3,31,H,I0,25.86,25.86,2020-03-19,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,6-960-97076,2020,2500249409,1,2020-03-20,2020-03-18,2020-03-20,USD,6-960-97076,HV,3,31,H,I0,1486.18,1486.18,2020-03-18,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,6-961-77410,2020,2500249411,1,2020-03-20,2020-03-19,2020-03-20,USD,6-961-77410,HV,3,31,H,I0,9035.51,9035.51,2020-03-19,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,6-961-83573,2020,2500249360,1,2020-03-19,2020-03-19,2020-03-19,USD,6-961-83573,HV,3,31,H,I0,1581.68,1581.68,2020-03-19,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,6-962-35366,2020,2500249322,1,2020-03-26,2020-03-19,2020-03-26,USD,6-962-35366,HV,3,31,H,I0,10.26,10.26,2020-03-19,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,6-962-54170,2020,2500249410,1,2020-03-20,2020-03-19,2020-03-20,USD,6-962-54170,HV,3,31,H,I0,4555.55,4555.55,2020-03-19,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,6-962-59941,2020,2500249415,1,2020-03-20,2020-03-19,2020-03-20,USD,6-962-59941,HV,3,31,H,I0,1274.18,1274.18,2020-03-19,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,6-962-76587,2020,2500249345,1,2020-03-19,2020-03-19,2020-03-19,USD,6-962-76587,HV,3,31,H,I0,153.11,153.11,2020-03-19,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-27,2001809669,6-962-82320,2020,2500249352,1,2020-03-19,2020-03-19,2020-03-19,USD,6-962-82320,HV,3,31,H,I0,579.25,579.25,2020-03-19,0017,V,2020-03-27,US02,2020-03-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-30,2001810536,3-244-56737,2020,2500249414,1,2020-03-20,2020-03-20,2020-03-20,USD,3-244-56737,HV,3,31,H,I0,64.49,64.49,2020-03-20,0017,V,2020-03-30,US02,2020-03-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-30,2001810536,3-244-60487,2020,2500249433,1,2020-03-20,2020-03-20,2020-03-20,USD,3-244-60487,HV,3,31,H,I0,93.10,93.10,2020-03-20,0017,V,2020-03-30,US02,2020-03-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-30,2001810536,3-244-60717,2020,2500249434,1,2020-03-20,2020-03-20,2020-03-20,USD,3-244-60717,HV,3,31,H,I0,25.90,25.90,2020-03-20,0017,V,2020-03-30,US02,2020-03-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-30,2001810536,3-244-61127,2020,2500249927,1,2020-03-26,2020-03-20,2020-03-26,USD,3-244-61127,HV,3,31,H,I0,45.98,45.98,2020-03-20,0017,V,2020-03-30,US02,2020-03-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-30,2001810536,6-947-74283,2020,2500249853,1,2020-03-30,2020-03-05,2020-03-30,USD,6-947-74283,HV,3,31,H,I0,215.63,215.63,2020-03-05,0017,V,2020-03-30,US02,2020-03-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-30,2001810536,6-954-83819,2020,2500249854,1,2020-03-30,2020-03-12,2020-03-30,USD,6-954-83819,HV,3,31,H,I0,85.94,85.94,2020-03-12,0017,V,2020-03-30,US02,2020-03-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-03-30,2001810536,6-963-51083,2020,2500249528,1,2020-03-23,2020-03-20,2020-03-23,USD,6-963-51083,HV,3,31,H,I0,589.30,589.30,2020-03-20,0017,V,2020-03-30,US02,2020-03-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-04-02,2001812188,6-938-89482,2020,2500250482,1,2020-04-02,2020-02-25,2020-04-02,USD,6-938-89482,HV,4,31,H,I0,15.00,15.00,2020-02-25,0017,V,2020-04-02,US02,2020-04-02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
